Timestamp UTC,Accelerometer X,Accelerometer Y,Accelerometer Z,Label
1634677192,0.275634766,0.692138672,0.016845703,1
1634677192,0.100097656,0.583496094,0.002441406,1
1634677192,0.009033203,0.475097656,0.002441406,1
1634677192,-0.046875,0.494140625,0.020263672,1
1634677192,-0.076171875,0.603027344,0.057617188,1
1634677193,-0.076171875,0.809082031,0.053710938,1
1634677193,0.046142578,0.822998047,0.125488281,1
1634677193,0.272949219,1.015380859,0.225341797,1
1634677193,0.330322266,1.119384766,0.323242188,1
1634677193,0.346679688,0.974365234,0.243652344,1
1634677193,0.454589844,0.942138672,0.211669922,1
1634677193,0.586425781,0.972900391,0.253662109,1
1634677193,0.632568359,0.819824219,0.277587891,1
1634677193,0.741699219,0.69921875,0.32421875,1
1634677193,0.840820313,0.731689453,0.373291016,1
1634677193,0.859130859,0.686279297,0.332275391,1
1634677193,0.958740234,0.756103516,0.339111328,1
1634677193,1.130371094,0.919677734,0.312255859,1
1634677193,1.342773438,1.242675781,0.348632813,1
1634677193,1.474121094,1.614257813,0.510742188,1
1634677193,1.215332031,1.802001953,0.501220703,1
1634677193,0.816894531,1.364013672,0.260253906,1
1634677193,0.534423828,0.959960938,0.058105469,1
1634677193,0.355712891,0.774169922,-0.043457031,1
1634677193,0.211914063,0.584960938,-0.088867188,1
1634677193,0.1328125,0.450927734,-0.100585938,1
1634677193,0.099853516,0.393798828,-0.070556641,1
1634677193,0.076171875,0.463378906,-0.041992188,1
1634677193,0.116455078,0.586669922,-0.012939453,1
1634677193,0.101318359,0.679199219,0.057128906,1
1634677193,0.033691406,0.876220703,0.153320313,1
1634677193,0.288330078,0.942382813,0.279052734,1
1634677193,0.467773438,1.125976563,0.339355469,1
1634677193,0.436523438,1.052001953,0.296630859,1
1634677193,0.492675781,0.948486328,0.182373047,1
1634677193,0.547119141,0.924560547,0.175537109,1
1634677194,0.581054688,0.810302734,0.211914063,1
1634677194,0.740478516,0.75,0.226074219,1
1634677194,0.828369141,0.754638672,0.240722656,1
1634677194,0.870849609,0.709228516,0.183837891,1
1634677194,0.875244141,0.775146484,0.195068359,1
1634677194,0.988769531,0.990722656,0.175292969,1
1634677194,1.150146484,1.417724609,0.228759766,1
1634677194,1.326660156,1.747070313,0.264160156,1
1634677194,1.185546875,1.816894531,0.191162109,1
1634677194,0.801757813,1.325683594,0,1
1634677194,0.524658203,0.906738281,-0.103027344,1
1634677194,0.333251953,0.703125,-0.125976563,1
1634677194,0.206787109,0.574462891,-0.128662109,1
1634677194,0.129638672,0.482177734,-0.094238281,1
1634677194,0.104003906,0.478759766,-0.052734375,1
1634677194,-0.002685547,0.454101563,-0.001953125,1
1634677194,0.013427734,0.641601563,0.064941406,1
1634677194,0.027832031,0.773925781,0.097412109,1
1634677194,0.077148438,0.871337891,0.174316406,1
1634677194,0.340087891,0.952880859,0.237060547,1
1634677194,0.434814453,1.170654297,0.278320313,1
1634677194,0.434570313,1.023193359,0.156738281,1
1634677194,0.373779297,0.880615234,0.087402344,1
1634677194,0.461914063,0.930908203,0.114990234,1
1634677194,0.658447266,0.953613281,0.172607422,1
1634677194,0.858154297,0.865722656,0.197998047,1
1634677194,0.980712891,0.873779297,0.203613281,1
1634677194,1.027832031,0.889404297,0.165771484,1
1634677194,1.11328125,0.887939453,0.142822266,1
1634677194,1.194335938,1.037597656,0.178466797,1
1634677195,1.299316406,1.394287109,0.338867188,1
1634677195,1.301025391,1.505126953,0.419677734,1
1634677195,1.064697266,1.440429688,0.331054688,1
1634677195,0.748291016,1.191894531,0.140136719,1
1634677195,0.465576172,1.015136719,0.018798828,1
1634677195,0.239746094,0.81640625,-0.021240234,1
1634677195,0.122802734,0.620117188,-0.0625,1
1634677195,0.053710938,0.554443359,-0.064208984,1
1634677195,0.008300781,0.520263672,-0.078613281,1
1634677195,0.003173828,0.497558594,-0.052246094,1
1634677195,0.033447266,0.596679688,0.010253906,1
1634677195,0.136230469,0.705566406,0.058105469,1
1634677195,0.280517578,0.8359375,0.122802734,1
1634677195,0.391601563,0.969970703,0.207275391,1
1634677195,0.533203125,1.063232422,0.274169922,1
1634677195,0.666015625,1.049560547,0.271240234,1
1634677195,0.673339844,0.984619141,0.240234375,1
1634677195,0.693359375,0.863525391,0.213867188,1
1634677195,0.735107422,0.777832031,0.223632813,1
1634677195,0.856689453,0.71484375,0.244628906,1
1634677195,0.942626953,0.735107422,0.252929688,1
1634677195,0.961181641,0.694335938,0.172363281,1
1634677195,0.967041016,0.692871094,0.161132813,1
1634677195,1.035400391,0.919677734,0.198242188,1
1634677195,1.130615234,1.308105469,0.265869141,1
1634677195,1.208740234,1.593505859,0.347900391,1
1634677195,1.059082031,1.650634766,0.258544922,1
1634677195,0.745849609,1.342773438,0.108154297,1
1634677195,0.535888672,0.995849609,-0.026855469,1
1634677195,0.380615234,0.7578125,-0.096923828,1
1634677196,0.229248047,0.555664063,-0.094238281,1
1634677196,0.119384766,0.399169922,-0.091796875,1
1634677196,0.034667969,0.331787109,-0.107910156,1
1634677196,0.033203125,0.385253906,-0.079833984,1
1634677196,0.116699219,0.514892578,-0.094238281,1
1634677196,0.12890625,0.594970703,-0.025390625,1
1634677196,0.232177734,0.784423828,0.090820313,1
1634677196,0.34375,1.022949219,0.242431641,1
1634677196,0.463134766,1.090820313,0.404296875,1
1634677196,0.505615234,1.019287109,0.421386719,1
1634677196,0.616699219,1.007324219,0.411621094,1
1634677196,0.725097656,0.965820313,0.357421875,1
1634677196,0.892578125,0.928710938,0.371582031,1
1634677196,0.9921875,0.766113281,0.35546875,1
1634677196,1.013427734,0.641601563,0.288085938,1
1634677196,0.974365234,0.604980469,0.241699219,1
1634677196,1.056884766,0.690673828,0.19921875,1
1634677196,1.219482422,0.944580078,0.184570313,1
1634677196,1.234130859,1.169677734,0.196777344,1
1634677196,1.299804688,1.299072266,0.263427734,1
1634677196,1.185546875,1.348144531,0.257080078,1
1634677196,0.833251953,1.130859375,0.155029297,1
1634677196,0.579345703,0.860595703,0.067626953,1
1634677196,0.416015625,0.757324219,0.046630859,1
1634677196,0.28125,0.675537109,0.008789063,1
1634677196,0.193847656,0.581787109,0.002929688,1
1634677196,0.079589844,0.569580078,0.047363281,1
1634677196,0.013427734,0.516357422,0.077880859,1
1634677196,-0.055175781,0.573974609,0.181152344,1
1634677196,-0.035400391,0.660888672,0.215576172,1
1634677197,0.182861328,0.749023438,0.209228516,1
1634677197,0.452880859,1.013916016,0.201171875,1
1634677197,0.501953125,1.046386719,0.199707031,1
1634677197,0.447998047,0.938476563,0.206787109,1
1634677197,0.472167969,0.918701172,0.263916016,1
1634677197,0.604003906,0.921142578,0.343017578,1
1634677197,0.769042969,0.933837891,0.356445313,1
1634677197,0.964599609,0.915283203,0.330566406,1
1634677197,1.047363281,0.87109375,0.273681641,1
1634677197,1.035644531,0.753417969,0.229980469,1
1634677197,1.080566406,0.834472656,0.236328125,1
1634677197,1.240478516,1.079345703,0.335205078,1
1634677197,1.551269531,1.483886719,0.580322266,1
1634677197,1.344726563,1.55078125,0.610839844,1
1634677197,0.916503906,1.198974609,0.388916016,1
1634677197,0.687255859,0.898925781,0.22265625,1
1634677197,0.515136719,0.838134766,0.173828125,1
1634677197,0.306396484,0.730957031,0.124755859,1
1634677197,0.144775391,0.616210938,0.09375,1
1634677197,0.013671875,0.524414063,0.028808594,1
1634677197,-0.049560547,0.541503906,0.020507813,1
1634677197,-0.133789063,0.669433594,0.071289063,1
1634677197,-0.130615234,0.631103516,0.177978516,1
1634677197,0.072509766,0.576660156,0.243408203,1
1634677197,0.31640625,0.838867188,0.333496094,1
1634677197,0.459960938,1.032470703,0.313964844,1
1634677197,0.513916016,0.934570313,0.280273438,1
1634677197,0.645751953,0.94140625,0.343505859,1
1634677197,0.747802734,0.902832031,0.396484375,1
1634677197,0.792236328,0.826660156,0.375488281,1
1634677198,0.986328125,0.876953125,0.464111328,1
1634677198,1.065917969,0.762451172,0.439208984,1
1634677198,1.073242188,0.658203125,0.441650391,1
1634677198,1.234619141,0.772216797,0.433349609,1
1634677198,1.357177734,1.13671875,0.620605469,1
1634677198,1.355712891,1.293701172,0.725585938,1
1634677198,1.196289063,1.291748047,0.643554688,1
1634677198,0.893798828,1.117431641,0.470703125,1
1634677198,0.639404297,0.926757813,0.311767578,1
1634677198,0.456542969,0.81640625,0.217529297,1
1634677198,0.321777344,0.739990234,0.161865234,1
1634677198,0.182373047,0.675048828,0.103271484,1
1634677198,0.073974609,0.610839844,0.048828125,1
1634677198,-0.070068359,0.613037109,0.092285156,1
1634677198,-0.090820313,0.601806641,0.053466797,1
1634677198,-0.08203125,0.608886719,0.106689453,1
1634677198,0.000976563,0.648925781,0.140380859,1
1634677198,0.275878906,0.901611328,0.19921875,1
1634677198,0.456054688,1.132568359,0.267089844,1
1634677198,0.557373047,1.033935547,0.295898438,1
1634677198,0.592529297,0.935791016,0.338134766,1
1634677198,0.641601563,0.869628906,0.378173828,1
1634677198,0.770263672,0.884521484,0.409912109,1
1634677198,1.057861328,0.83984375,0.586425781,1
1634677198,1.137695313,0.766357422,1.025634766,1
1634677198,1.010742188,0.635498047,0.403320313,1
1634677198,1.096191406,0.696044922,0.260742188,1
1634677198,1.336914063,1.017822266,0.310791016,1
1634677198,1.416503906,1.228271484,0.273681641,1
1634677198,1.360595703,1.285888672,0.245849609,1
1634677199,1.174560547,1.330810547,0.233642578,1
1634677199,0.900634766,1.204345703,0.138427734,1
1634677199,0.619140625,0.994140625,0.040039063,1
1634677199,0.382568359,0.802246094,-0.012939453,1
1634677199,0.247070313,0.676025391,-0.026123047,1
1634677199,0.103759766,0.555664063,-0.004150391,1
1634677199,0.010498047,0.440185547,0.023681641,1
1634677199,-0.037109375,0.420166016,0.035644531,1
1634677199,-0.02734375,0.48046875,0.049560547,1
1634677199,-0.026855469,0.519042969,0.078613281,1
1634677199,0.037353516,0.590087891,0.156005859,1
1634677199,0.270507813,0.802734375,0.243896484,1
1634677199,0.529785156,1.136474609,0.346923828,1
1634677199,0.624511719,1.120849609,0.364990234,1
1634677199,0.685058594,1.034912109,0.381103516,1
1634677199,0.802490234,1.025146484,0.408935547,1
1634677199,0.847167969,0.914306641,0.416503906,1
1634677199,0.932373047,0.815917969,0.406005859,1
1634677199,1.070556641,0.750244141,0.366210938,1
1634677199,1.179199219,0.658935547,0.298583984,1
1634677199,1.193603516,0.691650391,0.268554688,1
1634677199,1.310058594,0.856689453,0.337646484,1
1634677199,1.420654297,1.065429688,0.389892578,1
1634677199,1.410888672,1.277587891,0.397460938,1
1634677199,1.2421875,1.401123047,0.419677734,1
1634677199,0.877197266,1.278076172,0.321289063,1
1634677199,0.5546875,1.023193359,0.202636719,1
1634677199,0.329101563,0.838623047,0.099365234,1
1634677199,0.201416016,0.692626953,0.041015625,1
1634677199,0.108398438,0.546875,0.008544922,1
1634677200,0.036376953,0.525634766,0.004394531,1
1634677200,-0.059082031,0.549072266,0.041748047,1
1634677200,-0.132080078,0.530273438,0.029296875,1
1634677200,-0.111572266,0.585449219,0.084472656,1
1634677200,0.046386719,0.719970703,0.155761719,1
1634677200,0.264160156,0.947509766,0.238525391,1
1634677200,0.416259766,1.050292969,0.280761719,1
1634677200,0.534912109,1.031738281,0.297119141,1
1634677200,0.635986328,1.015625,0.389648438,1
1634677200,0.795898438,1.067626953,0.505615234,1
1634677200,0.934082031,1.014404297,0.508056641,1
1634677200,1.032714844,0.890625,0.447265625,1
1634677200,1.088623047,0.747802734,0.365478516,1
1634677200,1.123291016,0.658691406,0.342529297,1
1634677200,1.161132813,0.718017578,0.343994141,1
1634677200,1.274658203,0.962890625,0.400390625,1
1634677200,1.396240234,1.257080078,0.442138672,1
1634677200,1.254638672,1.505371094,0.471923828,1
1634677200,0.860839844,1.272216797,0.372558594,1
1634677200,0.492919922,0.969238281,0.201904297,1
1634677200,0.306640625,0.800292969,0.108642578,1
1634677200,0.181640625,0.720214844,0.028320313,1
1634677200,0.117675781,0.655761719,0.006103516,1
1634677200,0.070800781,0.580810547,0.021240234,1
1634677200,0.060058594,0.677734375,0.042236328,1
1634677200,-0.065917969,0.656494141,0.074951172,1
1634677200,-0.053710938,0.6953125,0.097900391,1
1634677200,0.037841797,0.776611328,0.142578125,1
1634677200,0.265136719,0.999267578,0.217285156,1
1634677200,0.459960938,1.142333984,0.239257813,1
1634677201,0.619873047,1.091552734,0.278808594,1
1634677201,0.706054688,1.035888672,0.342773438,1
1634677201,0.796875,0.93359375,0.379638672,1
1634677201,0.794189453,0.735595703,0.336669922,1
1634677201,0.881347656,0.642578125,0.303222656,1
1634677201,1.006347656,0.614501953,0.286621094,1
1634677201,1.130126953,0.623535156,0.271240234,1
1634677201,1.235839844,0.713378906,0.317626953,1
1634677201,1.349121094,0.849853516,0.365234375,1
1634677201,1.499267578,1.196289063,0.446777344,1
1634677201,1.374267578,1.434570313,0.508300781,1
1634677201,1.003662109,1.260986328,0.427001953,1
1634677201,0.651367188,1.029785156,0.296142578,1
1634677201,0.384033203,0.886962891,0.180419922,1
1634677201,0.262939453,0.745117188,0.071777344,1
1634677201,0.185058594,0.691894531,-0.005371094,1
1634677201,0.124023438,0.654785156,0.023193359,1
1634677201,0.105224609,0.688720703,0.011230469,1
1634677201,-0.03125,0.685058594,0.033935547,1
1634677201,-0.031982422,0.749023438,0.064941406,1
1634677201,0.041015625,0.766845703,0.077636719,1
1634677201,0.201904297,0.797363281,0.11328125,1
1634677201,0.325439453,0.923583984,0.185302734,1
1634677201,0.432861328,0.958251953,0.228759766,1
1634677201,0.581298828,0.932373047,0.247802734,1
1634677201,0.673583984,0.884277344,0.302978516,1
1634677201,0.786865234,0.858398438,0.315673828,1
1634677201,0.911865234,0.814697266,0.313232422,1
1634677201,1.011474609,0.730712891,0.290283203,1
1634677201,1.160888672,0.733642578,0.285888672,1
1634677202,1.431152344,0.914550781,0.320800781,1
1634677202,1.542480469,1.113769531,0.434570313,1
1634677202,1.459960938,1.181152344,0.478759766,1
1634677202,1.247314453,1.172607422,0.481933594,1
1634677202,0.924316406,1.03125,0.385009766,1
